t,x,y,z
126,0.058463965,0.036675438,-0.046455921
126.1,0.05853097,0.036514919,-0.046478099
126.2,0.058587481,0.036356164,-0.046420116
126.3,0.058633487,0.03619942,-0.046281917
126.4,0.05866898,0.036044939,-0.04606348
126.5,0.058693961,0.035892973,-0.045764809
126.6,0.05870844,0.035743777,-0.045385942
126.7,0.058712428,0.03559761,-0.044926944
126.8,0.058705948,0.03545473,-0.044387911
126.9,0.058689026,0.035315401,-0.043768967
127,0.058661697,0.035179885,-0.043070268
127.1,0.058624002,0.035048448,-0.042291998
127.2,0.058575988,0.034921357,-0.04143437
127.3,0.058517709,0.034798881,-0.040497627
127.4,0.058449226,0.034681291,-0.039482042
127.5,0.058370607,0.034568858,-0.038387913
127.6,0.058281924,0.034461854,-0.037215573
127.7,0.058183259,0.034360555,-0.035965377
127.8,0.058074699,0.034265234,-0.034637714
127.9,0.057956336,0.034176168,-0.033232998
128,0.057828273,0.034093633,-0.031751672
128.1,0.057690614,0.034017907,-0.030194207
128.2,0.057543473,0.033949267,-0.028561101
128.3,0.05738697,0.033887991,-0.02685288
128.4,0.057221229,0.033834358,-0.025070097
128.5,0.057046383,0.033788647,-0.023213332
128.6,0.056862571,0.033751135,-0.021283191
128.7,0.056669936,0.033722102,-0.019280308
128.8,0.056468631,0.033701825,-0.01720534
128.9,0.05625881,0.033690582,-0.015058973
129,0.056040637,0.033688651,-0.012841918
129.1,0.055814282,0.033696309,-0.010554908
129.2,0.055579918,0.033713831,-0.008198705
129.3,0.055337726,0.033741493,-0.005774094
129.4,0.055087894,0.033779569,-0.003281882
129.5,0.054830612,0.033828331,-0.000722903
129.6,0.054566079,0.033888053,0.001901987
129.7,0.054294498,0.033959003,0.004591909
129.8,0.054016079,0.034041452,0.007345962
129.9,0.053731035,0.034135666,0.010163219
130,0.053439586,0.034241912,0.013042737
130.1,0.053141957,0.034360452,0.015983546
130.2,0.052838378,0.034491549,0.018984658
130.3,0.052529085,0.034635463,0.022045063
130.4,0.052214318,0.034792451,0.025163731
130.5,0.051894322,0.034962767,0.028339613
130.6,0.051569346,0.035146665,0.031571639
130.7,0.051239646,0.035344395,0.034858722
130.8,0.05090548,0.035556204,0.038199754
130.9,0.050567113,0.035782336,0.041593611
131,0.050224812,0.036023033,0.04503915
131.1,0.04987885,0.036278533,0.048535213
131.2,0.049529504,0.036549072,0.052080622
131.3,0.049177054,0.036834881,0.055674186
131.4,0.048821785,0.037136189,0.059314697
131.5,0.048463985,0.037453222,0.063000931
131.6,0.048103947,0.037786199,0.066731651
131.7,0.047741967,0.038135339,0.070505604
131.8,0.047378344,0.038500855,0.074321526
131.9,0.047013381,0.038882958,0.078178136
132,0.046647383,0.039281852,0.082074145
132.1,0.046280661,0.039697739,0.086008247
132.2,0.045913525,0.040130816,0.089979128
132.3,0.045546292,0.040581275,0.093985462
132.4,0.045179278,0.041049306,0.098025912
132.5,0.044812805,0.04153509,0.10209913
132.6,0.044447195,0.042038807,0.106203762
132.7,0.044082773,0.042560631,0.110338441
132.8,0.043719867,0.043100731,0.114501794
132.9,0.043358806,0.043659271,0.11869244
133,0.042999923,0.044236409,0.122908991
133.1,0.042643549,0.0448323,0.12715005
133.2,0.042290021,0.045447091,0.131414217
133.3,0.041939674,0.046080925,0.135700084
133.4,0.041592847,0.046733941,0.140006239
133.5,0.041249879,0.04740627,0.144331266
133.6,0.040911111,0.048098038,0.148673743
133.7,0.040576882,0.048809365,0.153032248
133.8,0.040247536,0.049540368,0.157405352
133.9,0.039923415,0.050291154,0.161791628
134,0.039604863,0.051061825,0.166189643
134.1,0.039292223,0.051852481,0.170597967
134.2,0.038985839,0.05266321,0.175015166
134.3,0.038686056,0.053494097,0.179439809
134.4,0.038393217,0.054345222,0.183870462
134.5,0.038107666,0.055216655,0.188305695
134.6,0.037829747,0.056108462,0.192744078
134.7,0.037559802,0.057020704,0.197184185
134.8,0.037298174,0.057953431,0.20162459
134.9,0.037045206,0.058906691,0.206063872
135,0.036801236,0.059880524,0.210500614
135.1,0.036566605,0.060874961,0.214933403
135.2,0.036341652,0.061890029,0.219360829
135.3,0.036126713,0.062925748,0.223781492
135.4,0.035922124,0.063982131,0.228193993
135.5,0.035728219,0.065059182,0.232596942
135.6,0.03554533,0.066156901,0.236988956
135.7,0.035373787,0.067275281,0.241368658
135.8,0.035213917,0.068414305,0.245734682
135.9,0.035066048,0.069573952,0.250085667
136,0.034930501,0.070754193,0.254420263
136.1,0.034807599,0.071954993,0.25873713
136.2,0.034697659,0.073176307,0.263034937
136.3,0.034600996,0.074418086,0.267312364
136.4,0.034517924,0.075680273,0.271568102
136.5,0.034448751,0.076962803,0.275800853
136.6,0.034393784,0.078265604,0.280009332
136.7,0.034353325,0.079588598,0.284192266
136.8,0.034327674,0.0809317,0.288348394
136.9,0.034317126,0.082294815,0.29247647
137,0.034321974,0.083677843,0.296575262
137.1,0.034342504,0.085080678,0.300643549
137.2,0.034379002,0.086503205,0.30468013
137.3,0.034431746,0.087945302,0.308683814
137.4,0.034501012,0.089406839,0.312653429
137.5,0.034587072,0.090887682,0.316587817
137.6,0.034690191,0.092387686,0.320485839
137.7,0.034810632,0.093906701,0.32434637
137.8,0.034948651,0.095444571,0.328168303
137.9,0.0351045,0.097001129,0.33195055
138,0.035278427,0.098576205,0.335692039
138.1,0.035470672,0.100169621,0.339391717
138.2,0.035681474,0.101781189,0.343048551
138.3,0.035911062,0.103410718,0.346661526
138.4,0.036159662,0.105058007,0.350229645
138.5,0.036427495,0.106722851,0.353751934
138.6,0.036714775,0.108405036,0.357227437
138.7,0.037021709,0.11010434,0.360655217
138.8,0.037348501,0.111820539,0.364034361
138.9,0.037695347,0.113553396,0.367363975
139,0.038062437,0.115302673,0.370643187
139.1,0.038449956,0.117068121,0.373871146
139.2,0.03885808,0.118849487,0.377047023
139.3,0.039286981,0.12064651,0.380170011
139.4,0.039736824,0.122458923,0.383239326
139.5,0.040207766,0.124286454,0.386254206
139.6,0.04069996,0.126128822,0.389213912
139.7,0.041213549,0.127985741,0.392117729
139.8,0.041748672,0.12985692,0.394964964
139.9,0.042305458,0.13174206,0.397754947
140,0.042884032,0.133640856,0.400487034
140.1,0.043484511,0.135552999,0.403160602
140.2,0.044107003,0.137478171,0.405775055
140.3,0.04475161,0.13941605,0.40832982
140.4,0.045418428,0.141366309,0.410824346
140.5,0.046107544,0.143328613,0.413258111
140.6,0.046819037,0.145302624,0.415630613
140.7,0.047552981,0.147287996,0.417941379
140.8,0.04830944,0.149284379,0.420189958
140.9,0.049088471,0.151291419,0.422375925
141,0.049890123,0.153308753,0.42449888
141.1,0.05071444,0.155336017,0.426558448
141.2,0.051561454,0.157372838,0.428554279
141.3,0.052431192,0.159418842,0.430486049
141.4,0.053323672,0.161473648,0.432353459
141.5,0.054238905,0.16353687,0.434156234
141.6,0.055176894,0.165608118,0.435894127
141.7,0.056137633,0.167686997,0.437566915
141.8,0.057121109,0.169773109,0.4391744
141.9,0.058127301,0.171866051,0.44071641
142,0.059156178,0.173965415,0.442192798
142.1,0.060207705,0.17607079,0.443603442
142.2,0.061281835,0.17818176,0.444948247
142.3,0.062378514,0.180297907,0.446227142
142.4,0.063497682,0.182418807,0.447440082
142.5,0.064639269,0.184544034,0.448587044
142.6,0.065803196,0.186673159,0.449668036
142.7,0.066989378,0.188805747,0.450683085
142.8,0.068197721,0.190941364,0.451632247
142.9,0.069428123,0.193079569,0.452515601
143,0.070680473,0.19521992,0.453333251
143.1,0.071954655,0.197361973,0.454085326
143.2,0.07325054,0.199505279,0.454771978
143.3,0.074567995,0.201649388,0.455393384
143.4,0.075906878,0.203793847,0.455949746
143.5,0.077267038,0.205938202,0.45644129
143.6,0.078648317,0.208081996,0.456868263
143.7,0.080050549,0.21022477,0.457230939
143.8,0.08147356,0.212366062,0.457529614
143.9,0.082917168,0.214505411,0.457764606
144,0.084381182,0.216642352,0.457936257
144.1,0.085865406,0.21877642,0.458044933
144.2,0.087369634,0.220907148,0.458091021
144.3,0.088893653,0.223034068,0.458074929
144.4,0.090437243,0.225156712,0.45799709
144.5,0.092000174,0.227274609,0.457857957
144.6,0.093582212,0.22938729,0.457658004
144.7,0.095183112,0.231494283,0.457397728
144.8,0.096802625,0.233595118,0.457077645
144.9,0.098440492,0.235689322,0.456698293
145,0.100096448,0.237776425,0.45626023
145.1,0.101770221,0.239855954,0.455764033
145.2,0.10346153,0.241927439,0.4552103
145.3,0.105170089,0.243990407,0.454599647
145.4,0.106895604,0.24604439,0.453932712
145.5,0.108637775,0.248088916,0.453210148
145.6,0.110396294,0.250123516,0.452432629
145.7,0.112170847,0.252147724,0.451600845
145.8,0.113961114,0.254161071,0.450715506
145.9,0.115766766,0.256163092,0.449777337
146,0.11758747,0.258153322,0.448787082
146.1,0.119422886,0.260131299,0.447745499
146.2,0.121272668,0.262096561,0.446653365
146.3,0.123136462,0.264048649,0.445511472
146.4,0.12501391,0.265987105,0.444320625
146.5,0.126904648,0.267911475,0.443081647
146.6,0.128808306,0.269821306,0.441795374
146.7,0.130724506,0.271716146,0.440462656
146.8,0.132652867,0.273595548,0.439084359
146.9,0.134593003,0.275459067,0.437661359
147,0.13654452,0.27730626,0.436194548
147.1,0.138507021,0.279136688,0.434684827
147.2,0.140480102,0.280949915,0.433133113
147.3,0.142463355,0.282745507,0.431540332
147.4,0.144456368,0.284523036,0.429907421
147.5,0.146458723,0.286282075,0.42823533
147.6,0.148469998,0.288022201,0.426525016
147.7,0.150489765,0.289742998,0.424777449
147.8,0.152517595,0.291444049,0.422993607
147.9,0.15455305,0.293124945,0.421174476
148,0.156595693,0.294785279,0.419321051
148.1,0.158645079,0.296424651,0.417434336
148.2,0.160700761,0.298042662,0.415515342
148.3,0.162762289,0.299638921,0.413565087
148.4,0.164829208,0.301213039,0.411584594
148.5,0.166901061,0.302764634,0.409574894
148.6,0.168977386,0.304293328,0.407537024
148.7,0.171057719,0.305798748,0.405472024
148.8,0.173141594,0.307280528,0.40338094
148.9,0.17522854,0.308738304,0.401264824
149,0.177318086,0.31017172,0.399124727
149.1,0.179409756,0.311580427,0.396961708
149.2,0.181503073,0.312964078,0.394776826
149.3,0.183597558,0.314322334,0.392571144
149.4,0.18569273,0.315654863,0.390345725
149.5,0.187788105,0.316961338,0.388101635
149.6,0.189883199,0.318241436,0.38583994
149.7,0.191977525,0.319494845,0.383561707
149.8,0.194070595,0.320721255,0.381268001
149.9,0.19616192,0.321920365,0.378959889
150,0.198251011,0.323091881,0.376638436
150.1,0.200337375,0.324235513,0.374304705
150.2,0.202420523,0.325350981,0.371959757
150.3,0.20449996,0.32643801,0.369604652
150.4,0.206575196,0.327496332,0.367240446
150.5,0.208645736,0.328525687,0.364868191
150.6,0.210711087,0.329525821,0.362488937
150.7,0.212770758,0.33049649,0.360103728
150.8,0.214824255,0.331437453,0.357713603
150.9,0.216871086,0.332348481,0.355319599
151,0.218910759,0.333229349,0.352922743
151.1,0.220942783,0.334079841,0.35052406
151.2,0.222966669,0.33489975,0.348124565
151.3,0.224981927,0.335688873,0.345725268
151.4,0.226988069,0.336447019,0.343327173
151.5,0.22898461,0.337174003,0.340931272
151.6,0.230971064,0.337869647,0.338538553
151.7,0.232946949,0.338533782,0.336149993
151.8,0.234911782,0.339166248,0.333766561
151.9,0.236865086,0.339766892,0.331389216
152,0.238806382,0.340335568,0.329018908
152.1,0.240735197,0.340872141,0.326656576
152.2,0.242651058,0.341376482,0.324303147
152.3,0.244553496,0.341848471,0.321959541
152.4,0.246442044,0.342287997,0.319626662
152.5,0.248316239,0.342694957,0.317305405
152.6,0.250175619,0.343069256,0.314996652
152.7,0.252019729,0.343410807,0.312701273
152.8,0.253848114,0.343719533,0.310420125
152.9,0.255660324,0.343995364,0.308154051
153,0.257455912,0.344238241,0.305903882
153.1,0.259234437,0.34444811,0.303670433
153.2,0.260995459,0.344624928,0.301454507
153.3,0.262738546,0.34476866,0.299256891
153.4,0.264463266,0.344879281,0.297078357
153.5,0.266169194,0.344956771,0.294919664
153.6,0.26785591,0.345001122,0.292781553
153.7,0.269522998,0.345012335,0.290664751
153.8,0.271170047,0.344990416,0.288569967
153.9,0.27279665,0.344935382,0.286497897
154,0.274402407,0.344847261,0.284449217
154.1,0.275986923,0.344726084,0.282424587
154.2,0.277549808,0.344571896,0.280424653
154.3,0.279090676,0.344384747,0.278450039
154.4,0.28060915,0.344164699,0.276501355
154.5,0.282104856,0.343911818,0.274579191
154.6,0.283577428,0.343626183,0.272684121
154.7,0.285026505,0.343307879,0.2708167
154.8,0.286451733,0.342957,0.268977463
154.9,0.287852762,0.34257365,0.267166929
155,0.289229252,0.342157938,0.265385596
155.1,0.290580867,0.341709986,0.263633945
155.2,0.291907279,0.34122992,0.261912437
155.3,0.293208166,0.340717877,0.260221514
155.4,0.294483213,0.340174002,0.258561598
155.5,0.295732112,0.339598447,0.256933091
155.6,0.296954563,0.338991373,0.255336378
155.7,0.298150272,0.33835295,0.25377182
155.8,0.299318953,0.337683356,0.252239763
155.9,0.300460327,0.336982774,0.250740529
156,0.301574122,0.336251399,0.249274422
156.1,0.302660076,0.335489432,0.247841726
156.2,0.303717931,0.334697081,0.246442702
156.3,0.30474744,0.333874565,0.245077594
156.4,0.305748362,0.333022106,0.243746625
156.5,0.306720465,0.332139938,0.242449996
156.6,0.307663524,0.331228301,0.241187889
156.7,0.308577322,0.330287441,0.239960465
156.8,0.309461651,0.329317613,0.238767864
156.9,0.310316311,0.328319079,0.237610208
157,0.31114111,0.327292109,0.236487595
157.1,0.311935864,0.326236979,0.235400106
157.2,0.312700398,0.325153971,0.234347798
157.3,0.313434546,0.324043378,0.23333071
157.4,0.314138149,0.322905495,0.232348861
157.5,0.314811058,0.321740628,0.231402249
157.6,0.315453131,0.320549086,0.23049085
157.7,0.316064236,0.319331187,0.229614622
157.8,0.316644249,0.318087255,0.228773503
157.9,0.317193056,0.31681762,0.22796741
158,0.317710549,0.315522618,0.22719624
158.1,0.318196631,0.314202592,0.226459871
158.2,0.318651215,0.31285789,0.22575816
158.3,0.319074219,0.311488867,0.225090947
158.4,0.319465572,0.310095884,0.22445805
158.5,0.319825214,0.308679305,0.223859269
158.6,0.32015309,0.307239503,0.223294383
158.7,0.320449157,0.305776855,0.222763156
158.8,0.320713378,0.304291742,0.222265328
158.9,0.320945728,0.302784552,0.221800625
159,0.321146188,0.301255679,0.221368753
159.1,0.321314751,0.299705518,0.220969397
159.2,0.321451418,0.298134473,0.220602228
159.3,0.321556196,0.296542951,0.220266898
159.4,0.321629104,0.294931362,0.219963039
159.5,0.32167017,0.293300123,0.219690269
159.6,0.32167943,0.291649653,0.219448186
159.7,0.321656928,0.289980378,0.219236373
159.8,0.321602718,0.288292725,0.219054396
159.9,0.321516864,0.286587127,0.218901803
160,0.321399435,0.284864018,0.218778128
160.1,0.321250513,0.283123839,0.218682888
160.2,0.321070186,0.281367032,0.218615584
160.3,0.320858552,0.279594044,0.218575704
160.4,0.320615718,0.277805323,0.218562716
160.5,0.320341797,0.276001321,0.218576079
160.6,0.320036914,0.274182493,0.218615234
160.7,0.319701201,0.272349298,0.218679609
160.8,0.319334798,0.270502194,0.218768618
160.9,0.318937853,0.268641646,0.218881661
161,0.318510525,0.266768116,0.219018126
161.1,0.318052979,0.264882073,0.219177387
161.2,0.317565388,0.262983985,0.219358806
161.3,0.317047934,0.261074322,0.219561734
161.4,0.316500808,0.259153557,0.219785508
161.5,0.315924208,0.257222163,0.220029455
161.6,0.31531834,0.255280615,0.22029289
161.7,0.314683417,0.253329388,0.220575119
161.8,0.314019661,0.251368961,0.220875435
161.9,0.313327302,0.24939981,0.221193125
162,0.312606577,0.247422415,0.221527461
162.1,0.311857731,0.245437254,0.221877711
162.2,0.311081015,0.243444807,0.222243131
162.3,0.310276689,0.241445553,0.22262297
162.4,0.309445019,0.239439972,0.223016469
162.5,0.30858628,0.237428543,0.223422859
162.6,0.307700753,0.235411747,0.223841367
162.7,0.306788724,0.233390061,0.224271212
162.8,0.30585049,0.231363964,0.224711607
162.9,0.304886351,0.229333934,0.225161756
163,0.303896615,0.227300447,0.225620862
163.1,0.302881598,0.225263979,0.22608812
163.2,0.301841619,0.223225005,0.226562721
163.3,0.300777007,0.221183998,0.227043851
163.4,0.299688095,0.219141429,0.227530693
163.5,0.298575223,0.217097768,0.228022427
163.6,0.297438736,0.215053484,0.228518227
163.7,0.296278984,0.213009044,0.229017268
163.8,0.295096326,0.21096491,0.229518721
163.9,0.293891124,0.208921545,0.230021755
164,0.292663745,0.20687941,0.230525537
164.1,0.291414563,0.20483896,0.231029236
164.2,0.290143957,0.20280065,0.231532017
164.3,0.288852308,0.200764931,0.232033047
164.4,0.287540007,0.198732253,0.232531493
164.5,0.286207445,0.19670306,0.233026523
164.6,0.284855021,0.194677795,0.233517304
164.7,0.283483136,0.192656897,0.234003007
164.8,0.282092196,0.1906408,0.234482805
164.9,0.280682613,0.188629937,0.234955873
165,0.279254801,0.186624734,0.235421388
165.1,0.277809177,0.184625617,0.235878531
165.2,0.276346165,0.182633004,0.236326487
165.3,0.27486619,0.180647312,0.236764445
165.4,0.273369681,0.17866895,0.237191598
165.5,0.27185707,0.176698328,0.237607145
165.6,0.270328793,0.174735845,0.238010289
165.7,0.268785289,0.1727819,0.238400241
165.8,0.267226999,0.170836886,0.238776216
165.9,0.265654366,0.16890119,0.239137436
166,0.264067837,0.166975194,0.239483131
166.1,0.262467861,0.165059277,0.239812538
166.2,0.260854889,0.163153809,0.240124901
166.3,0.259229374,0.161259159,0.240419472
166.4,0.257591771,0.159375686,0.240695514
166.5,0.255942535,0.157503748,0.240952296
166.6,0.254282127,0.155643692,0.241189098
166.7,0.252611004,0.153795864,0.241405209
166.8,0.250929628,0.1519606,0.241599928
166.9,0.24923846,0.150138234,0.241772566
167,0.247537964,0.148329091,0.241922442
167.1,0.245828602,0.14653349,0.242048888
167.2,0.244110839,0.144751745,0.242151248
167.3,0.24238514,0.142984162,0.242228875
167.4,0.240651968,0.141231042,0.242281137
167.5,0.23891179,0.139492678,0.242307414
167.6,0.237165069,0.137769357,0.242307098
167.7,0.23541227,0.13606136,0.242279594
167.8,0.233653858,0.13436896,0.24222432
167.9,0.231890296,0.132692423,0.242140711
168,0.230122048,0.131032008,0.242028211
168.1,0.228349575,0.129387969,0.241886283
168.2,0.226573339,0.127760551,0.241714401
168.3,0.2247938,0.12614999,0.241512056
168.4,0.223011416,0.12455652,0.241278754
168.5,0.221226644,0.122980362,0.241014016
168.6,0.219439942,0.121421733,0.240717378
168.7,0.217651761,0.119880842,0.240388394
168.8,0.215862555,0.11835789,0.240026631
168.9,0.214072772,0.116853071,0.239631677
169,0.212282861,0.115366571,0.239203132
169.1,0.210493267,0.113898568,0.238740615
169.2,0.208704433,0.112449234,0.238243762
169.3,0.206916798,0.111018731,0.237712228
169.4,0.2051308,0.109607215,0.237145681
169.5,0.203346873,0.108214834,0.236543812
169.6,0.201565448,0.106841728,0.235906326
169.7,0.199786954,0.105488029,0.235232947
169.8,0.198011814,0.104153861,0.234523418
169.9,0.19624045,0.10283934,0.233777501
170,0.194473279,0.101544576,0.232994974
170.1,0.192710714,0.100269669,0.232175636
170.2,0.190953165,0.099014712,0.231319303
170.3,0.189201038,0.097779789,0.230425812
170.4,0.187454734,0.096564979,0.229495017
170.5,0.18571465,0.095370349,0.228526792
170.6,0.183981179,0.094195961,0.22752103
170.7,0.182254708,0.093041868,0.226477644
170.8,0.180535621,0.091908117,0.225396566
170.9,0.178824296,0.090794744,0.224277746
171,0.177121107,0.089701779,0.223121156
171.1,0.175426423,0.088629243,0.221926787
171.2,0.173740606,0.087577152,0.220694647
171.3,0.172064016,0.08654551,0.219424768
171.4,0.170397003,0.085534317,0.218117197
171.5,0.168739917,0.084543563,0.216772005
171.6,0.167093097,0.083573231,0.21538928
171.7,0.165456881,0.082623295,0.21396913
171.8,0.163831597,0.081693724,0.212511683
171.9,0.162217572,0.080784478,0.211017087
172,0.160615121,0.079895508,0.20948551
172.1,0.159024559,0.079026759,0.207917137
172.2,0.15744619,0.078178169,0.206312177
172.3,0.155880314,0.077349668,0.204670854
172.4,0.154327224,0.076541178,0.202993415
172.5,0.152787208,0.075752613,0.201280123
172.6,0.151260546,0.074983883,0.199531263
172.7,0.149747511,0.074234887,0.197747138
172.8,0.14824837,0.073505519,0.195928069
172.9,0.146763384,0.072795665,0.194074399
173,0.145292807,0.072105205,0.192186488
173.1,0.143836885,0.071434011,0.190264712
173.2,0.142395857,0.070781948,0.188309471
173.3,0.140969957,0.070148876,0.18632118
173.4,0.13955941,0.069534647,0.184300272
173.5,0.138164434,0.068939105,0.182247199
173.6,0.136785242,0.06836209,0.180162433
173.7,0.135422036,0.067803434,0.178046459
173.8,0.134075014,0.067262963,0.175899784
173.9,0.132744366,0.066740496,0.17372293
174,0.131430274,0.066235848,0.171516438
174.1,0.130132912,0.065748826,0.169280862
174.2,0.128852448,0.065279232,0.167016779
174.3,0.127589043,0.06482686,0.164724776
174.4,0.126342847,0.064391501,0.162405461
174.5,0.125114007,0.063972938,0.160059456
174.6,0.12390266,0.063570951,0.157687398
174.7,0.122708936,0.063185312,0.155289942
174.8,0.121532956,0.062815789,0.152867757
174.9,0.120374836,0.062462145,0.150421526
175,0.119234683,0.062124136,0.147951947
175.1,0.118112597,0.061801516,0.145459735
175.2,0.117008669,0.06149403,0.142945615
175.3,0.115922983,0.061201423,0.140410329
175.4,0.114855616,0.060923432,0.137854632
175.5,0.113806638,0.060659791,0.13527929
175.6,0.11277611,0.060410227,0.132685084
175.7,0.111764086,0.060174467,0.130072808
175.8,0.110770612,0.059952231,0.127443267
175.9,0.109795726,0.059743236,0.124797278
176,0.108839461,0.059547193,0.12213567
176.1,0.107901839,0.059363813,0.119459282
176.2,0.106982878,0.059192799,0.116768966
176.3,0.106082585,0.059033856,0.114065583
176.4,0.105200962,0.058886679,0.111350004
176.5,0.104338003,0.058750966,0.10862311
176.6,0.103493694,0.058626408,0.105885793
176.7,0.102668015,0.058512695,0.10313895
176.8,0.101860938,0.058409512,0.100383492
176.9,0.101072427,0.058316544,0.097620333
177,0.100302439,0.058233473,0.094850399
177.1,0.099550926,0.058159976,0.092074621
177.2,0.09881783,0.058095732,0.089293937
177.3,0.098103087,0.058040414,0.086509293
177.4,0.097406626,0.057993696,0.083721641
177.5,0.096728371,0.057955248,0.080931937
177.6,0.096068236,0.05792474,0.078141146
177.7,0.09542613,0.05790184,0.075350233
177.8,0.094801955,0.057886215,0.072560173
177.9,0.094195606,0.057877529,0.069771941
178,0.093606973,0.057875448,0.066986517
178.1,0.093035936,0.057879634,0.064204886
178.2,0.092482372,0.057889751,0.061428033
178.3,0.091946151,0.057905461,0.058656948
178.4,0.091427135,0.057926426,0.055892621
178.5,0.090925182,0.057952307,0.053136044
178.6,0.090440143,0.057982765,0.050388212
178.7,0.089971863,0.058017463,0.047650119
178.8,0.08952018,0.058056061,0.044922758
178.9,0.089084928,0.058098222,0.042207126
179,0.088665934,0.058143608,0.039504215
179.1,0.088263021,0.058191883,0.036815018
179.2,0.087876006,0.058242709,0.034140526
179.3,0.087504698,0.058295753,0.03148173
179.4,0.087148904,0.058350679,0.028839615
179.5,0.086808425,0.058407156,0.026215167
179.6,0.086483055,0.058464851,0.023609366
179.7,0.086172587,0.058523434,0.02102319
179.8,0.085876804,0.058582578,0.018457612
179.9,0.085595489,0.058641956,0.015913601
180,0.085328417,0.058701244,0.013392121
180.1,0.08507536,0.058760118,0.010894129
180.2,0.084836087,0.05881826,0.008420579
180.3,0.084610359,0.058875351,0.005972418
180.4,0.084397937,0.058931076,0.003550584
180.5,0.084198575,0.058985123,0.001156011
180.6,0.084012024,0.059037182,-0.001210377
180.7,0.083838032,0.059086946,-0.003547662
180.8,0.083676342,0.059134113,-0.005854934
180.9,0.083526695,0.059178381,-0.008131295
181,0.083388828,0.059219454,-0.010375853
181.1,0.083262474,0.059257039,-0.012587726
181.2,0.083147363,0.059290845,-0.014766044
181.3,0.083043224,0.059320587,-0.016909944
181.4,0.082949781,0.059345982,-0.019018577
181.5,0.082866756,0.059366754,-0.021091102
181.6,0.082793869,0.059382627,-0.023126693
181.7,0.082730835,0.059393332,-0.025124534
181.8,0.082677372,0.059398605,-0.02708382
181.9,0.082633189,0.059398183,-0.029003761
182,0.082598,0.059391813,-0.030883578
182.1,0.082571511,0.059379242,-0.032722508
182.2,0.08255343,0.059360224,-0.034519798
182.3,0.082543462,0.059334517,-0.036274713
182.4,0.082541312,0.059301886,-0.03798653
182.5,0.082546681,0.0592621,-0.03965454
182.6,0.082559272,0.059214933,-0.041278051
182.7,0.082578784,0.059160165,-0.042856387
182.8,0.082604918,0.05909758,-0.044388884
182.9,0.082637371,0.059026972,-0.045874899
183,0.082675843,0.058948135,-0.0473138
183.1,0.08272003,0.058860873,-0.048704977
183.2,0.082769631,0.058764994,-0.050047833
183.3,0.082824342,0.058660312,-0.051341789
183.4,0.082883862,0.058546649,-0.052586285
183.5,0.082947887,0.058423832,-0.053780777
183.6,0.083016114,0.058291693,-0.054924741
183.7,0.083088243,0.058150073,-0.056017668
183.8,0.08316397,0.057998816,-0.057059071
183.9,0.083242997,0.057837777,-0.05804848
184,0.083325023,0.057666813,-0.058985445
184.1,0.083409748,0.057485792,-0.059869533
184.2,0.083496875,0.057294585,-0.060700333
184.3,0.083586108,0.057093072,-0.061477452
184.4,0.083677151,0.05688114,-0.062200519
184.5,0.083769711,0.056658682,-0.062869179
184.6,0.083863495,0.056425597,-0.063483102
184.7,0.083958212,0.056181794,-0.064041975
184.8,0.084053576,0.055927187,-0.064545508
184.9,0.084149299,0.055661698,-0.064993428
185,0.084245098,0.055385256,-0.065385488
185.1,0.08434069,0.055097796,-0.065721457
185.2,0.084435796,0.054799263,-0.06600113
185.3,0.08453014,0.054489606,-0.066224318
185.4,0.084623447,0.054168786,-0.066390859
185.5,0.084715445,0.053836766,-0.066500607
185.6,0.084805868,0.05349352,-0.066553443
185.7,0.084894449,0.053139029,-0.066549265
185.8,0.084980927,0.05277328,-0.066487995
185.9,0.085065042,0.05239627,-0.066369577
186,0.08514654,0.052008002,-0.066193976
186.1,0.085225168,0.051608486,-0.06596118
186.2,0.085300679,0.05119774,-0.065671198
186.3,0.085372828,0.05077579,-0.065324062
186.4,0.085441376,0.050342671,-0.064919824
186.5,0.085506084,0.049898422,-0.064458561
186.6,0.085566722,0.049443092,-0.063940371
186.7,0.085623061,0.048976738,-0.063365371
186.8,0.085674878,0.048499424,-0.062733705
186.9,0.085721952,0.04801122,-0.062045536
187,0.085764069,0.047512207,-0.06130105
187.1,0.08580102,0.047002469,-0.060500454
187.2,0.085832598,0.046482102,-0.059643978
187.3,0.085858602,0.045951207,-0.058731872
187.4,0.085878837,0.045409893,-0.057764411
187.5,0.085893113,0.044858276,-0.056741889
187.6,0.085901243,0.044296481,-0.055664622
187.7,0.085903046,0.043724638,-0.054532949
187.8,0.085898348,0.043142887,-0.053347227
187.9,0.085886978,0.042551373,-0.052107839
188,0.085868772,0.04195025,-0.050815185
188.1,0.085843571,0.041339679,-0.049469688
188.2,0.08581122,0.040719826,-0.048071791
188.3,0.085771573,0.040090868,-0.04662196
188.4,0.085724486,0.039452985,-0.045120678
188.5,0.085669823,0.038806368,-0.043568451
188.6,0.085607453,0.038151212,-0.041965804
188.7,0.085537252,0.037487719,-0.040313283
188.8,0.0854591,0.0368161,-0.038611452
188.9,0.085372884,0.036136572,-0.036860897
189,0.085278499,0.035449357,-0.035062221
189.1,0.085175841,0.034754685,-0.033216049
189.2,0.085064818,0.034052793,-0.031323022
189.3,0.08494534,0.033343924,-0.029383801
189.4,0.084817325,0.032628326,-0.027399065
189.5,0.084680697,0.031906257,-0.025369514
